yearterm,subject,crse,sec,onlinefcq,bdcontinedcrse,instructor_last,instructor_first,formsrequested,formsreturned,percentage_passed,courseoverall,courseoverall_sd,instructoroverall,instructoroverall_sd,hoursperwkinclclass,priorinterest,instreffective,availability,challenge,howmuchlearned,instrrespect,course_title,courseoverall_old,courseoverall_sd_old,instroverall_old,instroverall_sd_old,r_fair,r_access,workload,r_divstu,r_diviss,r_presnt,r_explan,r_assign,r_motiv,r_learn,r_complx,campus,college,asdiv,level,fcqdept,instr_group,i_num
20147,MATH,8304,001,OL,,SARRIA,ALEJANDRO,7,6,1,5.5,0.547607421875,5.5,0.547607421875,7-9,5.666015625,5.5,5.8330078125,5,5,6,TOPICS IN ANALYSIS 1,,,,,,,,,,,,,,,,BD,AS,NS,GR,MATH,OTH,1
20147,MATH,8330,001,,,JESUDASON,JUDITH,11,10,1,5.3994140625,0.516357421875,5.599609375,0.516357421875,7-9,4,5,5.7998046875,5.2998046875,5.2998046875,6,FUNCTIONAL ANALYSIS 1,,,,,,,,,,,,,,,,BD,AS,NS,GR,MATH,TTT,1
20147,MBAC,6000,001,,,PAYNE,DAVID,35,35,1,4.828125,0.9229736328125,4.9423828125,1.1865234375,7-9,4.3994140625,5.228515625,5.1142578125,4.1142578125,4.599609375,5.65625,SOCIALLY RESP ENTERPRISE,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAC,6000,002,,,PAYNE,DAVID,39,38,1,4.6572265625,0.8145751953125,5.1044921875,0.86328125,7-9,3.841796875,5.025390625,5,3.89453125,4.2890625,5.755859375,SOCIALLY RESP ENTERPRISE,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAC,6011,001,,,KLINE,BRUCE,39,39,1,4.3837890625,0.98974609375,4.486328125,1.189208984375,10-12,4,4.3330078125,5.076171875,5.025390625,4.5126953125,5.69140625,MANAGERIAL ECONOMICS 1,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAC,6011,002,,,KLINE,BRUCE,35,35,1,3.7998046875,1.051513671875,3.85693359375,1.004150390625,10-12,3.9140625,3.828125,5,4.7998046875,3.9140625,5.685546875,MANAGERIAL ECONOMICS 1,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAC,6020,001,,,ERTIMUR,YONCA,39,39,1,5.205078125,0.893798828125,5.87109375,0.4090576171875,10-12,3,5.5634765625,5.5126953125,5.1279296875,5.205078125,5.9228515625,FINANCIAL ACCOUNTING,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAC,6020,002,,,ERTIMUR,YONCA,35,35,1,5.3994140625,0.7745361328125,5.828125,0.38238525390625,13-15,2.97119140625,5.5419921875,5.5712890625,5.1708984375,5.3427734375,5.9423828125,FINANCIAL ACCOUNTING,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAC,6031,001,,,SEWARD,LORI,41,35,1,4.228515625,1.113525390625,4.36328125,1.41015625,7-9,3.05712890625,3.97119140625,4.2568359375,4.599609375,4.3427734375,5.7138671875,QUANTITATIVE METHODS,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAC,6031,002,,,SEWARD,LORI,35,33,1,4.84765625,1.064208984375,5.1513671875,1.034423828125,7-9,3.69677734375,4.60546875,5.0908203125,5,4.8173828125,5.7734375,QUANTITATIVE METHODS,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAC,6060,001,,,ZENDER,JAIME,39,35,1,5.056640625,0.838134765625,5.3134765625,0.9000244140625,10-12,4.0849609375,5.1142578125,5.19921875,5.513671875,5.2568359375,5.884765625,CORPORATE FINANCE,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAC,6060,002,,,ZENDER,JAIME,35,34,1,4.9697265625,1.086669921875,5.2646484375,0.93115234375,13-15,4.087890625,4.8232421875,5.55859375,5.8525390625,5.05859375,5.7939453125,CORPORATE FINANCE,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAC,6090,001,,,CAMPBELL,MARGARET,39,39,1,3.89697265625,1.29345703125,4,1.251953125,10-12,4.1025390625,3.841796875,4.5126953125,4.28125,4.05078125,5.236328125,MARKETING MANAGEMENT,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAC,6090,002,,,CAMPBELL,MARGARET,36,35,1,3.9423828125,1.2587890625,3.9423828125,1.453857421875,10-12,4,4.142578125,4.67578125,4.427734375,4.056640625,5.1142578125,MARKETING MANAGEMENT,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAC,6098,004,,,WENGER,PAULA,75,70,1,2.2138671875,1.140625,2.69970703125,1.289306640625,0-3,3.4140625,2.28564453125,4.2705078125,1.7998046875,2.099609375,5.2138671875,PROFESSIONAL DEVELOPMENT,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAX,6110,001,,,LEACH,CHRIS,24,22,1,5.5,0.5975341796875,5.5908203125,0.503173828125,10-12,4.7724609375,5.5,5.681640625,5.681640625,5.544921875,5.908203125,ENTREPENEURIAL FINANCE,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAX,6130,001,,,YORK,JEFFREY,12,11,1,5.0908203125,0.94384765625,5.36328125,0.6741943359375,7-9,5.36328125,5.4541015625,5.36328125,4.36328125,4.908203125,5.908203125,SUSTAINABLE VENTURING,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAX,6170,002,OL,,DERISO,GEORGE,20,17,1,3.587890625,1.734130859375,3.70556640625,1.86279296875,7-9,5.17578125,3.587890625,4.705078125,3.529296875,3.587890625,5.05859375,BUSINESS PLAN PREP,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAX,6220,002,,,GROSS,DAVID M,19,17,1,5.234375,0.831298828125,5.4697265625,0.7174072265625,7-9,4.705078125,5.17578125,5.4697265625,5.1171875,5.1171875,6,INVSTMNT MGMT & ANALYSIS,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAX,6250,001,OL,,BROWN,DANIEL,10,10,1,4.19921875,1.03271484375,4.19921875,1.03271484375,7-9,4.8994140625,4.2998046875,5,5.3994140625,4.5,5.8994140625,DERIVATIVE SECURITIES,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAX,6330,001,,,SINHA,ATANU,27,27,1,4.62890625,0.8388671875,5.0732421875,0.82861328125,7-9,3.55517578125,4.591796875,5.666015625,4.77734375,4.3701171875,6,MARKET INTELLIGENCE,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAX,6360,001,,,HICKORY,AMBER,29,28,1,3.92822265625,1.21484375,4.177734375,1.334716796875,7-9,4.9638671875,4.03515625,4.6064453125,3.5,3.78564453125,5.6064453125,NEW PRODUCT DEVELOPMENT,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAX,6420,001,,,MONTEALEGRE,RAMIRO,19,17,0.941162109375,5.5,0.6324462890625,5.7646484375,0.43719482421875,7-9,4.1171875,5.529296875,5.705078125,4.8818359375,5.234375,5.9404296875,IT AND BUSINESS STRATEGY,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAX,6500,001,,,BENNETT,DOUGLAS,20,19,1,4.1572265625,1.34423828125,4.4208984375,1.426513671875,4-6,3.89453125,4.1572265625,5.0517578125,3.73681640625,4.0517578125,4.89453125,MGMT OF ORGNZATNL CHANGE,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAX,6530,001,,,PAPUZZA,ANTONIO,48,39,1,4.666015625,1.2841796875,4.8681640625,1.142822265625,4-6,4.7177734375,4.87109375,5.025390625,3.615234375,4.5888671875,5.69140625,NEGOTIATNG/CONFLICT MGMT,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAX,6610,001,,,THIBODEAU,THOMAS,22,21,1,5.28515625,0.6435546875,5.427734375,0.746337890625,7-9,4.80859375,5.046875,5.5712890625,5.142578125,5.0947265625,5.7138671875,REAL EST FNCE/INVST ANAL,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAX,6630,001,,,THIBODEAU,THOMAS,19,16,1,5.125,0.6190185546875,5.5,0.6324462890625,7-9,4.9375,5.0625,5.9375,5.1875,5.0625,5.8662109375,REAL ESTATE ECONOMICS,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MBAX,6640,001,,,AGNEW,DAVID,15,14,1,4.3564453125,1.150634765625,4.0712890625,1.327880859375,4-6,4.427734375,3.92822265625,4.5712890625,4.142578125,4.5,5.2138671875,REAL ESTATE LAW & PRACTI,,,,,,,,,,,,,,,,BD,BU,,GR,BU,OTH,1
20147,MBAX,6802,001,,,SINHA,ATANU,15,15,1,4.533203125,1.125244140625,5.19921875,0.86181640625,10-12,3.93310546875,4.599609375,5.7998046875,5.666015625,4.732421875,5.8662109375,PRICING STRATEGY AND TAC,,,,,,,,,,,,,,,,BD,BU,,GR,BU,TTT,1
20147,MCDB,1030,001,OL,,KNIGHT,JENNIFER,55,26,1,3.65380859375,1.5732421875,4.115234375,1.557373046875,4-6,4.5380859375,3.8076171875,4.8076171875,4.0380859375,3.76904296875,5.845703125,MOLECULES PLAGUES AND P,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,OTH,1
20147,MCDB,1030,170R,,,OLIVERAS,DIANA,15,15,1,4.732421875,1.099609375,5.666015625,1.04638671875,7-9,4.06640625,5.19921875,5.4658203125,4.732421875,4.927734375,5.7998046875,MOLECULES PLAGUES AND P,,,,,,,,,,,,,,,,BD,AS,NS,LD,SEWL,OTH,1
20147,MCDB,1030,430R,,,OLIVERAS,DIANA,17,15,1,4.8662109375,1.18701171875,5.3994140625,0.7366943359375,4-6,4.533203125,5.2666015625,5.533203125,4.19921875,4.732421875,5.9326171875,MOLECULES PLAGUES AND P,,,,,,,,,,,,,,,,BD,AS,NS,LD,BRAP,OTH,1
20147,MCDB,1150,001,OL,,MARTIN,JENNIFER,256,118,0.991455078125,4.4951171875,1.118896484375,4.7451171875,1.220703125,7-9,4.5419921875,4.41015625,4.8134765625,5.30078125,4.9736328125,5.736328125,INTRO/CELLULAR & MOLECUL,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,OTH,1
20147,MCDB,1150,001,OL,,GUILD,NANCY,256,114,0.9912109375,4.689453125,1.061279296875,5.04296875,0.9720458984375,7-9,4.61328125,4.841796875,5.0517578125,5.32421875,4.982421875,5.7890625,INTRO/CELLULAR & MOLECUL,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,OTH,2
20147,MCDB,1150,002,OL,,MARTIN,JENNIFER,111,44,1,4.681640625,1.11572265625,5,1.14111328125,7-9,4.681640625,4.8857421875,5,5.3173828125,4.9765625,5.8857421875,INTRO/CELLULAR & MOLECUL,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,OTH,1
20147,MCDB,1150,002,OL,,GUILD,NANCY,111,43,1,4.6044921875,1.177734375,5,1.175048828125,7-9,4.8369140625,4.90625,5.0927734375,5.2548828125,4.8603515625,5.8369140625,INTRO/CELLULAR & MOLECUL,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,OTH,2
20147,MCDB,1150,003,OL,,KLYMKOWSKY,MICHAEL,102,43,0.9766845703125,3.97607421875,1.584716796875,4.2138671875,1.570068359375,7-9,4.4521484375,4.1904296875,5.0947265625,4.78515625,4.1181640625,5.5947265625,INTRO/CELLULAR & MOLECUL,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TTT,1
20147,MCDB,1150,217R,OL,,VIGERS,ALISON,15,10,1,4.69921875,0.9486083984375,5.099609375,1.100341796875,10-12,4.2998046875,4.69921875,5.19921875,5.2998046875,5,5.7998046875,INTRO/CELLULAR & MOLECUL,,,,,,,,,,,,,,,,BD,AS,NS,LD,HPRP,OTH,1
20147,MCDB,1150,218R,OL,,VIGERS,ALISON,16,10,1,5,1.4140625,5.5,0.8497314453125,7-9,4.599609375,5.5,5.599609375,5.2998046875,4.7998046875,6,INTRO/CELLULAR & MOLECUL,,,,,,,,,,,,,,,,BD,AS,NS,LD,HPRP,OTH,1
20147,MCDB,1150,219R,OL,,VIGERS,ALISON,17,9,1,5.1103515625,0.9278564453125,5.5546875,0.7264404296875,7-9,5.1103515625,5.4443359375,5.1103515625,5.4443359375,5,6,INTRO/CELLULAR & MOLECUL,,,,,,,,,,,,,,,,BD,AS,NS,LD,HPRP,OTH,1
20147,MCDB,1150,430R,,,BARTHEL,KRISTEN,19,16,1,5.3125,0.60205078125,5.75,0.44720458984375,7-9,4.6875,5.375,5.75,5.0625,5.125,6,INTRO/CELLULAR & MOLECUL,,,,,,,,,,,,,,,,BD,AS,NS,LD,BRAP,OTH,1
20147,MCDB,1151,001,OL,,JACKSON,AUBREY,26,10,1,4.19921875,1.03271484375,4.5,1.35400390625,7-9,4,3.89990234375,4.8994140625,4.2998046875,4.19921875,6,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,002,OL,,JACKSON,AUBREY,26,12,1,4.416015625,1.37890625,5.166015625,1.26708984375,7-9,4.3330078125,4.25,4.916015625,4.3330078125,4.5830078125,6,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,003,OL,,CHRISTENSEN,TOVA,25,13,0.9229736328125,4.666015625,1.230712890625,4.9228515625,0.9539794921875,4-6,4.7685546875,4.4609375,5.076171875,4.4609375,4.615234375,5.7685546875,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,004,OL,,ZIMMERMANN,SARAH,26,11,1,3.63623046875,1.689453125,5.36328125,0.6741943359375,4-6,3.54541015625,5.0908203125,5.0908203125,3.63623046875,3.54541015625,5.7265625,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,005,OL,,POLOVIN,GEORGE,20,9,1,5.1103515625,0.600830078125,5.5546875,0.5269775390625,4-6,5.2216796875,5.3330078125,5.5546875,4.77734375,5,5.77734375,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,006,OL,,JACKSON,AUBREY,26,14,0.928466796875,4.1533203125,1.405029296875,5.142578125,1.292236328125,4-6,3.92822265625,4.7138671875,5.28515625,4.0712890625,4.0712890625,5.8564453125,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,007,OL,,BROWN,NORA,23,9,1,4.77734375,0.9718017578125,5.4443359375,0.8818359375,4-6,4.2216796875,5.2216796875,5,4.5546875,4.2216796875,5.888671875,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,008,OL,,CHRISTENSEN,TOVA,25,10,1,4.5,0.9718017578125,5.2998046875,0.6749267578125,4-6,4.8994140625,4.8994140625,5.666015625,4.69921875,4.69921875,6,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,009,OL,,LIU,YANG TIM,24,9,1,3.4443359375,1.423828125,4.77734375,1.481201171875,7-9,4.3330078125,4.3330078125,5.1103515625,4,3.55517578125,5.77734375,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,010,OL,,LE,HANNA,22,6,1,4.3330078125,1.7509765625,5.3330078125,0.81640625,4-6,4,5.3330078125,5,4.5,4.666015625,6,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,011,OL,,JACKSON,AUBREY,26,16,1,5.0625,0.997802734375,5.5625,0.89208984375,4-6,4.875,5.125,5.5625,4.5,4.8125,5.9326171875,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,012,OL,,GOSS,RYAN,25,9,1,4.5546875,1.23583984375,5.1103515625,1.053955078125,7-9,5,4.666015625,5.3330078125,4.888671875,4.666015625,5.888671875,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,013,OL,,CERANKOWSKI,MATHIEU,27,13,1,4.69140625,1.18212890625,5.615234375,0.50634765625,7-9,4.845703125,5.3076171875,5.166015625,4.7685546875,4.9228515625,5.4609375,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,014,OL,,GOSS,RYAN,26,13,1,4.69140625,0.7509765625,5.3837890625,0.86962890625,7-9,4.845703125,5,5,4.9228515625,4.9228515625,5.7685546875,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,015,OL,,PALMER,DUNCAN,25,10,1,4.2998046875,1.059326171875,4.7998046875,1.13525390625,7-9,4.69921875,4.599609375,4.8994140625,4.2998046875,4.5,6,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,016,OL,,NYCZ,BRYAN,23,12,1,4.166015625,1.466796875,5.8330078125,0.38922119140625,7-9,3.75,5.166015625,5.8330078125,4.25,4.166015625,5.916015625,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,017,OL,,CERANKOWSKI,MATHIEU,25,12,1,4.0830078125,1.5048828125,4.3330078125,1.556884765625,4-6,4.0830078125,4.3330078125,5,3.66650390625,4.25,5.666015625,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,018,OL,,SLEGESKY,VALERIE,22,11,1,5.181640625,0.9815673828125,5.7265625,0.467041015625,4-6,5.181640625,5.4541015625,5.6357421875,4.4541015625,4.908203125,6,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1151,019,OL,,POLOVIN,GEORGE,23,5,1,3.7998046875,1.3037109375,5.19921875,1.3037109375,4-6,3.599609375,4.599609375,5.3994140625,3.39990234375,3.7998046875,6,INTRO/CELL & MOLECULAR B,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1152,001,,,FERRALL,MICHELLE,30,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1152,001,,,SILVERMAN,SHAELYN,30,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,2
20147,MCDB,1152,002,,,TURNER,ROBERT,29,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1152,002,,,SILVERMAN,SHAELYN,29,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,2
20147,MCDB,1152,003,,,SILVERMAN,SHAELYN,25,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1152,003,,,BARTHOLOMAY,KRISTI,25,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,2
20147,MCDB,1152,004,,,MCMULLEN,HANNAH,30,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1152,004,,,GALLAGHER,CHANAH,30,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,2
20147,MCDB,1152,005,,,TURNER,ROBERT,24,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1152,005,,,MCMULLEN,HANNAH,24,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,2
20147,MCDB,1152,006,,,TURNER,ROBERT,26,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1152,006,,,FERRALL,MICHELLE,26,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,2
20147,MCDB,1152,007,,,FERRALL,MICHELLE,28,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1152,007,,,GALLAGHER,CHANAH,28,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,2
20147,MCDB,1152,008,,,GALLAGHER,CHANAH,17,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1152,008,,,BARTHOLOMAY,KRISTI,17,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,2
20147,MCDB,1152,009,,,BARTHOLOMAY,KRISTI,19,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,1152,009,,,MCMULLEN,HANNAH,19,0,,,,,,,,,,,,,,,,,,,,,,PROBLEM SOLVING INTRO,,,,,,,BD,AS,NS,LD,MCDB,TA,2
20147,MCDB,1161,800,OL,,GUILD,NANCY,24,18,1,5.4443359375,1.04150390625,5.5,1.04296875,7-9,4.77734375,5.2216796875,5.3330078125,4.9443359375,5.4443359375,5.77734375,PHAGE GENOMICS LAB I,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,OTH,1
20147,MCDB,1161,800,OL,,FILLMAN,CHRISTY,24,19,1,5.630859375,0.59716796875,5.2099609375,0.7872314453125,7-9,4.947265625,5,5.1572265625,5.1572265625,5.630859375,5.7890625,PHAGE GENOMICS LAB I,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,OTH,2
20147,MCDB,2150,001,OL,,KRAUTER,KENNETH,199,87,0.9884033203125,3.8134765625,1.451171875,3.5283203125,1.697021484375,7-9,4.173828125,3.8134765625,4.0927734375,4.673828125,3.9423828125,5.1494140625,PRINCIPLES OF GENETICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TTT,1
20147,MCDB,2151,001,OL,,RAMIREZ,ADRIAN,16,8,1,3.375,1.505859375,3.625,1.922607421875,4-6,4.25,3.125,4.5,3.375,3.5,5.75,PRINCIPLES OF GENETICS L,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,2151,002,OL,,RAMIREZ,ADRIAN,17,6,1,4,1.264892578125,5.3330078125,0.81640625,4-6,4.3330078125,4.666015625,5.166015625,3.66650390625,4,6,PRINCIPLES OF GENETICS L,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,2151,003,OL,,RINGSBY,PATRICK,12,4,1,4.5,0.5772705078125,4.75,0.5,4-6,4.5,4,5.25,4.25,4.25,6,PRINCIPLES OF GENETICS L,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,2151,004,OL,,GILCHRIST,ALISON,17,10,1,4.69921875,1.059326171875,5.5,0.9718017578125,4-6,4.599609375,5.2998046875,5.3994140625,4.3994140625,4.599609375,5.7998046875,PRINCIPLES OF GENETICS L,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,2151,005,OL,,VASIC,IVANA,13,7,1,4.8564453125,1.06884765625,5.427734375,1.1337890625,4-6,4.427734375,4.5712890625,4.7138671875,3.42822265625,4.427734375,6,PRINCIPLES OF GENETICS L,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,2151,006,OL,,GILCHRIST,ALISON,16,4,1,5,0.81640625,5.25,0.9573974609375,7-9,5,5.25,5,5,4.75,5.75,PRINCIPLES OF GENETICS L,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,2152,001,OL,,VOGT,CAITLIN,20,10,0.89990234375,4.77734375,0.6666259765625,4.8994140625,1.100341796875,4-6,4.3994140625,4.599609375,4.5,4.19921875,4.3994140625,5.599609375,PROBLEM SOLVING GENETICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,2152,002,OL,,ELANGOVAN,ASHUVINEE,28,12,1,5,0.953369140625,5,0.953369140625,0-3,4.666015625,4.8330078125,5.416015625,4.25,4.8330078125,6,PROBLEM SOLVING GENETICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,2152,003,OL,,YOUNG,HANNAH,26,13,1,4.5380859375,1.330078125,5.166015625,0.8348388671875,0-3,4.076171875,4.23046875,4.845703125,3.9228515625,4.3837890625,5.845703125,PROBLEM SOLVING GENETICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MCDB,TA,1
20147,MCDB,3135,001,OL,,ODORIZZI,GREG,209,86,1,4.5927734375,1.24951171875,4.9404296875,1.275634765625,7-9,4.3828125,4.720703125,4.7880859375,5.2548828125,4.8486328125,5.7880859375,MOLECULAR CELL BIOL I,,,,,,,,,,,,,,,,BD,AS,NS,UD,MCDB,TTT,1
20147,MCDB,3140,013,OL,,POWER,JOY,22,16,1,4.1875,0.98095703125,4.125,1.821044921875,7-9,4.9375,4.25,5.4375,4.7998046875,4.5625,5.8125,CELL BIOLOGY LABORATORY,,,,,,,,,,,,,,,,BD,AS,NS,UD,MCDB,OTH,1
20147,MCDB,3140,014,OL,,BRUNI,GIANCARLO,16,9,1,4.4443359375,1.423828125,5,1.5810546875,4-6,4.3330078125,4.77734375,5,4.4443359375,4.1103515625,5.4443359375,CELL BIOLOGY LABORATORY,,,,,,,,,,,,,,,,BD,AS,NS,UD,MCDB,TA,1
20147,MCDB,3140,015,OL,,MORGENSTERN,JOSHUA,23,13,1,4.1533203125,1.068115234375,3.46142578125,1.50634765625,4-6,4.615234375,3.3076171875,4,4.4609375,4.4609375,4.3837890625,CELL BIOLOGY LABORATORY,,,,,,,,,,,,,,,,BD,AS,NS,UD,MCDB,TA,1
20147,MCDB,3140,016,OL,,CROTZER,CHRISTINE,19,7,1,5.427734375,1.1337890625,5.8564453125,0.3779296875,7-9,4.142578125,5.8564453125,5.7138671875,4.8564453125,5.427734375,6,CELL BIOLOGY LABORATORY,,,,,,,,,,,,,,,,BD,AS,NS,UD,MCDB,TA,1
20147,MCDB,3140,017,OL,,WU,HAOXI,23,6,1,4,1.549072265625,4.5,0.547607421875,7-9,4.8330078125,4.3330078125,5,4.3330078125,4.166015625,5,CELL BIOLOGY LABORATORY,,,,,,,,,,,,,,,,BD,AS,NS,UD,MCDB,TA,1
